Timestamp,Paper Name:,Year Published:,Venue,Institution (if applicable),Research Area:,Which (if any) ACM Badges does the report have?,Are any software artefacts/tools/scripts mentioned in and used in the process of gathering results for the report?,F1. Software is assigned a globally unique and persistent identifier (DOI),F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,F1.2. Different versions of the software are assigned distinct identifiers.,F2. Software is described with rich metadata. NOTE you can check the metadata from Zenodo by exporting to JSON at the bottom right of the page.,F3. Metadata clearly and explicitly include the identifier of the software they describe. i.e. is the DOI in the metadata?,"F4. Metadata are FAIR, searchable and indexable. i.e. can I export it to a machine-readable format (usually yes if on Zenodo)",Has the software artefact been mentioned or cited in the paper for ease of findability?,A1. Software is retrievable by its identifier using a standardised communications protocol. (Github DOES count),"A1.1. The protocol is open, free, and universally implementable.","A1.2. The protocol allows for an authentication and authorization procedure, where necessary.","A2. Metadata are accessible, even when the software is no longer available.",A1 follow-up: Which of these protocols are available to download the software?,Does the software require the use of any 3rd party tools in order to retrieve it?,Does the software metadata (i.e. README) describe how to retrieve the artefact?,Is the software source code available?,Has the software been deployed onto a web server (if feasible)?,"I1. Software reads, writes and exchanges data in a way that meets domain-relevant community standards. i.e. is it reading/writing to appropriate files e.g. JSON, CSV, or is data being taken from an API?","I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",Has sufficient effort been made to allow integration via APIs or interfaces with other tools?,Is the software sufficiently modular?,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",R1.1. Software is given a clear and accessible license.,R1.2. Software is associated with detailed provenance (version history).,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks","R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",R2 follow-up: Is there a file / project manager tool to help with the installation of other software / libraries?,Does the software require the use of any 3rd party tools in order to execute it?,Is the software itself documented well? Which of the following code readability standards have been implemented?,Have any containerisation engines / orchestrators been employed in the reuse of the software?,"Given the appropriate time and resources, would it be possible to attempt to reproduce the results using the provided software?",How long did this form take to complete?,Anything else to note?,DOI (of paper),"If F1 is met, please input the DOI of the latest version",Please input any links to GitHub if available,Any additional notes for F?,Any additional notes for A?,Any additional notes for I?,Any additional notes for R?,"Link to artefact repository (Github, Zenodo, Figshare etc)",(R1) Please list the software attributes in the repository.,Reviewer Name
24/02/2026 11:26:07,The Design Smells Breaking the Boundary between Android Variants and AOSP,2024,ICSE,"Xi'an Jiaotong University,",mobile software,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,Git (clone),No,Yes,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,Yes,Yes,Yes,Yes,No: program uses external libraries but are not referenced appropriately,No,,No,Inline comments,,Yes,00:10:20,,10.1109/ICSE55347.2025.00062,,https://github.com/xjtu-enre/ICSE2025DroidDS,,,,System requirements (32gb ram) and a linux os means that while reproducable is not ideal,https://github.com/xjtu-enre/ICSE2025DroidDS,"Appendix.md,README.md",William
24/02/2026 11:48:53,Scenario-Driven and Context-Aware Automated Accessibility Testing for Android Apps,2025,ICSE,ianjin University,mobile software,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,Git (clone),No,Yes,Yes,"No, but no clear constraints not to",Yes,No: no datasets used,No but no clear constraints not to,Yes,No,Yes,Yes,No: program does not use external libraries,No,,Yes,Inline comments,,Yes,00:16:03,,10.1109/ICSE55347.2025.00093,,https://github.com/tjuyuxinzhang/A11yScan-mobile,Tool not cited but mentioned by name,,,Requires a vm to run,https://github.com/tjuyuxinzhang/A11yScan-mobile,Readme,William
24/02/2026 12:06:01,TacDroid: Detection of Illicit Apps Through Hybrid Analysis of UI-Based Transition Graphs,2024,ICSE,"Zhejiang University,",Mobile software,,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,Git (clone),No,Yes,Yes,"No, but no clear constraints not to",Yes,Yes,No: infeasible,Yes,Yes,Yes,Yes,No: program uses external libraries but are not referenced appropriately,Yes,,Yes,"Docstrings, Inline comments",,Yes,00:14:05,,10.1109/ICSE55347.2025.00111,,https://github.com/initfunction/TacDroid,metadata (in droidbot) only contains a link to the readme,,"Dataset is on zenodo https://zenodo.org/records/10393731, However the tool is a valid artifact in its own right and is the foucs of the paper. ",Code requires andriod sdk to run,https://github.com/initfunction/TacDroid,Multipul readme files,William
24/02/2026 12:27:23,PacDroid: A Pointer-Analysis-Centric Framework for Security Vulnerabilities in Android Apps,2025,ICSE,Nanjing University,mobile software,"Artefact Available, Artefact Functional, Artefact Reusable",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,"Download, restapi",No,Yes,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,Yes,Yes,Yes,Yes,No: program uses external libraries but are not referenced appropriately,Yes,,Yes,,Docker,Yes,00:17:03,"Ideal paper, Near Perfect FAIR compliance. ICSE Award winner for artifact quality ",10.1109/ICSE55347.2025.00208,https://doi.org/10.5281/zenodo.14863334,,,,,Hard to fairly asess the reusabiliyt of the code refering to code commending ect as the package is 11gb and I have not got space to download it ,https://zenodo.org/records/14863334,Readme with a full setup guide and project breakdown,William
24/02/2026 12:35:42,ROSA: Finding Backdoors with Fuzzing,2025,ICSE,"Université Paris-Saclay, CEA,",security,"Artefact Available, Artefact Functional, Artefact Reusable",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,"Download, restapi",No,Yes,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Docker,Yes,00:13:55,Excellent example,10.1109/ICSE55347.2025.00183,https://doi.org/10.5281/zenodo.14724251,,,,,Readme contains guides for both partial and full replication of the results from the paper. Interesting addition for larger artifacts (ful replication requires 600gb),https://zenodo.org/records/14724251,"Readme contains in depth descriptions of the artifact, useage and attributes",William
28/02/2026 13:28:05,Analyzing the Feasibility of Adopting Google's Nonce-Based CSP Solutions on Websites,2024,ICSE,Colorado School of Mines,Security,Artefact Available,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,"Download, restapi",No,Yes,Yes,"No, but no clear constraints not to",Yes,Yes,No but no clear constraints not to,Yes,No,Yes,Yes,No: program uses external libraries but are not referenced appropriately,No,,Yes,Inline comments,,Yes,00:12:00,,10.1109/ICSE55347.2025.00193,https://doi.org/10.5281/zenodo.14751981,,,,Fr I2 https://zenodo.org/records/13170981 (Crawling tool lmplementation),,https://zenodo.org/records/14751981,"ReadME, Contains all information necessary, inc data structure, setup, link to crawling tool which hs its own docs",William
28/02/2026 13:31:04,Early Detection of Performance Regressions by Bridging Local Performance Data and Architectural Models,2025,ICSE,Memorial University of Newfoundland,Security,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:04:40,,10.1109/ICSE55347.2025.00026,,,,,,,,,William
28/02/2026 13:48:36,Practical Object-Level Sanitizer with Aggregated Memory Access and Custom Allocator,2025,ICSE,National University of Defense Technology,Security,,Yes,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,,Artefact Unavailable,Artefact Unavailable,No,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,,Artefact Unavailable,,,Artefact Unavailable,00:08:25,Artifact named OLASan sanitizer could not be found, 10.1109/ICSE55347.2025.00213,,,,,,,,,William
01/03/2026 16:07:05,GVI: Guided Vulnerability Imagination for Boosting Deep Vulnerability Detectors,2024,icse,"Nanjing University,",Ai for Security,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download, restapi",No,Yes,Yes,Infeasable,Yes,Yes,No: infeasible,Yes,No,Yes,Yes,Yes,No,,No,Inline comments,,Yes,00:13:00,"odd, zenodo only contains a readme, but does link the git and all other artifacts used, may have mis-marked",10.1109/ICSE55347.2025.00214,https://doi.org/10.5281/zenodo.13196375,,,,,,"https://github.com/GVI24/GVI, https://zenodo.org/records/13196375",readme,William
01/03/2026 16:11:58,Decoding Secret Memorization in Code LLMs Through Token-Level Characterization,2024,ICSE,Beijing University of Posts and Telecommunications,AI for security,,Yes,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,,Artefact Unavailable,Artefact Unavailable,No,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,,Artefact Unavailable,,,Artefact Unavailable,00:04:50,"Paper names tool DESEC, multipul repos with related names on git but none were the authors source repo",10.1109/ICSE55347.2025.00229,,,,,,,,,William
01/03/2026 16:18:03,Are We Learning the Right Features? A Framework for Evaluating DL-Based Software Vulnerability Detection Solutions,2025,ICSE,University of Southern California,AI for Security,"Artefact Available, Artefact Functional, Artefact Reusable",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,"Download, restapi",No,Yes,Yes,Infeasable,Yes,Yes,No but no clear constraints not to,Yes,No,Yes,Yes,Yes,No,requirements.txt (pip),Yes,Inline comments,,Yes,00:04:30,,10.1109/ICSE55347.2025.00194,https://doi.org/10.5281/zenodo.14902701,,,,software has the replication dataset in the repo so is reference properly?,mini conder required,https://zenodo.org/records/14902701,"readme, ",William
01/03/2026 16:37:43,Boosting Static Resource Leak Detection via LLM-based Resource-Oriented Intention Inference,2025,ICSE,Nanyang Technological University,AI for Security,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,Yes,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,Yes,No,Yes,Yes,Yes,No,requirements.txt (pip),Yes,,,Yes,00:12:40,,10.1109/ICSE55347.2025.00131,,https://github.com/cs-wangchong/InferROI-Replication,mentioned but not cited,,,"requires llm keys, open ai ect",,readme,William
01/03/2026 19:06:38,Weakly-Supervised Log-Based Anomaly Detection with Inexact Labels via Multi-Instance Learning,2024,ICSE,Peking University,AI for Security,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,Yes,Yes,Infeasable,Yes,Yes,No: infeasible,Yes,No,Yes,Yes,Yes,Yes,,No,"Docstrings, Inline comments",,Yes,00:06:15,,10.1109/ICSE55347.2025.00189,,https://github.com/Yuanwanli-cn/MidLog,,,,,https://github.com/Yuanwanli-cn/MidLog,Readme,William
01/03/2026 19:30:12,When Quantum Meets Classical: Characterizing Hybrid Quantum-Classical Issues Discussed in Developer Forums,2024,ICAE,William and Mary,AI for Security,Artefact Available,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:15:50,"This is an empirical study with no tool developed I will let the second marker decide on this one, I have linked the github, It gets an available badge but the artifact is a dataset with no scripts and is not easy to find. As it is a dataset with no scripts I do not feel that it should have gotten the available badge",10.1109/ICSE55347.2025.00137,,,,,,,https://github.com/jakezappin/HQC_Bug_Replication,,William
01/03/2026 19:40:41,Improved Detection and Diagnosis of Faults in Deep Neural Networks Using Hierarchical and Explainable Classification,2025,ISCE, Dalhousie University,SE for AI,Artefact Available,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,Yes,Yes,Infeasable,Yes,Yes,No: infeasible,No,No,Yes,Yes,Yes,Yes,requirements.txt (pip),No,"Docstrings, Inline comments",,Yes,00:08:30,git repo is messy and poorly laid out,10.1109/ICSE55347.2025.00224,,https://github.com/SigmaJahan/DEFault-DNN-Debugging,,,,,,readme,William
01/03/2026 19:47:35,Lightweight Concolic Testing via Path-Condition Synthesis for Deep Learning Libraries,2025,ICSE, UNIST,SE for AI,"Artefact Available, Artefact Functional, Artefact Reusable",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,"Download, restapi",No,Yes,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,Yes,Yes,Yes,Yes,Yes,Yes,requirements.txt (pip),Yes,"Docstrings, Inline comments",Docker,Yes,00:06:50,"very good paper, shame the actual readme is behind a zip, file is small sp npt an issue. documentaion was near perfect",10.1109/ICSE55347.2025.00202,https://doi.org/10.5281/zenodo.14753433,,,,,,https://zenodo.org/records/14753433,"Readme, Citation,Docs file",William
01/03/2026 20:40:32,Mock Deep Testing: Toward Separate Development of Data and Models for Deep Learning,2024,ICSE,"Tulane University, USA",SE for AI,,Yes,No,No,No,No,No,No,No,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,Yes,Yes,Infeasable,Yes,Yes,No: infeasible,Yes,Yes,Yes,Yes,Yes,Yes,requirements.txt (pip),No,"Docstrings, Inline comments",,Yes,00:12:50,,10.1109/ICSE55347.2025.00220,,,,,,,https://github.com/Ruchira-1/KUnit/tree/main,"README, CITATION,instructions.txt",William
01/03/2026 20:47:09,Rug: Turbo Llm for Rust Unit Test Generation,2025,ICSE,Georgia Institute of Technology,SE for AI,,Yes,No,No,No,No,No,No,No,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,Yes,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,Yes,Yes,Yes,Yes,Yes,No,cargo.toml,No,Inline comments,,Yes,00:05:32,,10.1109/ICSE55347.2025.00097,,https://github.com/CXWorks/rug/tree/main,,,,,,multiple readmes,William
01/03/2026 20:53:12,An Empirical Study of Proxy Contracts at the Ethereum Ecosystem Scale,2024,ICSE,The Ohio State University,Blockchain,Artefact Available,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Yes,"Git (clone), Download, restapi",No,Yes,Yes,"No, but no clear constraints not to",Yes,No: no datasets used,No: infeasible,Yes,Yes,Yes,Yes,Yes,Yes,requirements.txt (pip),No,Docstrings,Docker,Yes,00:05:45,,10.1109/ICSE55347.2025.00083,https://doi.org/10.5281/zenodo.14566032,,,,,,"https://github.com/OSUSecLab/ProxyEx, https://zenodo.org/records/14566032",multipul readmes,William
01/03/2026 20:58:17,Demystifying and Detecting Cryptographic Defects in Ethereum Smart Contracts,2024,ICSE,"Sun Yat-sen University,",Blockchain,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,Yes,Yes,"No, but no clear constraints not to",Yes,Yes,No: infeasible,Yes,Yes,Yes,Yes,Yes,No,,No,,,Yes,00:04:00,,10.1109/ICSE55347.2025.00010,,,,,,,https://github.com/Jiashuo-Zhang/CrySol,plurality of readmes,William
02/03/2026 10:06:08,Chord: Towards a Unified Detection of Blockchain Transaction Parallelism Bugs,2025,ICSE, Tsinghua University,Blockchain,,Yes,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,,Artefact Unavailable,Artefact Unavailable,No,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,,Artefact Unavailable,,,Artefact Unavailable,00:05:35,"Paper mentions tool ""CHORD"" but could not find it online",10.1109/ICSE55347.2025.00205,,,,,,,,,William
01/04/2026 14:27:40,Definition and Detection of Centralization Defects in Smart Contracts,2025,ICSE,Sun Yat-sen University,Blockchain,,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,No,Yes,Infeasable,Yes,No: no datasets used,No but no clear constraints not to,Yes,Yes,Yes,No,Yes,Yes,requirements.txt (pip),No,"Docstrings, Inline comments",Docker,Yes,12:14:00,,10.1109/ICSE55347.2025.00058,,,,,,,https://github.com/Zer0zw/CDRipper,"readme.md, contributing",William
01/04/2026 14:34:54,Fork State-Aware Differential Fuzzing for Blockchain Consensus Implementations,2024,ICSE,KAIST,Blockchain,"Artefact Available, Artefact Functional",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,No,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,No,No,Yes,No,Yes,Yes,,Yes,"Docstrings, Inline comments",Docker,Yes,05:52:00,,10.1109/ICSE55347.2025.00085,,,multipul tools in one repository,,,Repository contains 3 standalone artifacts,https://github.com/NetSP-KAIST/forky,readme,William
01/04/2026 14:44:46,"Code Cloning in Solidity Smart Contracts: Prevalence, Evolution, and Impact on Development",2025,ICSE,"Central China Normal University,",Blockchain,,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,No,Yes,Infeasable,Yes,Yes,No: infeasible,Yes,No,No,No,No: program uses external libraries but are not referenced appropriately,No,,No,,,Yes,05:36:00,,10.1109/ICSE55347.2025.00123,,,,,,,https://github.com/dingling258/code-cloning-in-solidity,"readme.md,overview.md",William
